0.0339999999999918;0;0.0329999999376014
0.0349999999999682;0;0.034999999916181
0.0359999999999445;0;0.0359999999636784
0.0380000000000109;0;0.0380000000586733
0.0610000000000355;0;0.0610000001033768
0.08299999999997;0;0.0839999999152496
0.109000000000037;0;0.109000000054948
0.135999999999967;0;0.135999999940395
0.185000000000059;0;0.185000000055879
0.297000000000025;0;0.297000000020489
0.605000000000018;0;0.605000000097789
1.44600000000003;0.0120000000000005;1.45799999998417
2.57099999999991;0.108000000000001;2.67900000000373
